BAD,LOAN,LOANDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0.0,25100.0,7708.8,11156.8,DebtCon,Mgr,7.0,0.0,0.0,288.00802523,2.0,29.0,32.550837642,2017-07-23,meeker,Colorado,Mountain,West
0.0,25100.0,2149.0,7157.1,DebtCon,Other,,1.0,1.0,101.92513294,1.0,25.0,30.444119256,2017-02-02,hancock,Michigan,East North Central,Midwest
0.0,25100.0,2824.4,4837.5,DebtCon,Other,28.0,0.0,0.0,303.09508449,,13.0,31.688818252,2019-12-06,manitou springs,Colorado,Mountain,West
0.0,25100.0,4661.4,6975.0,DebtCon,Office,17.0,0.0,0.0,193.25257944,1.0,22.0,33.715351649,2018-08-30,lopez island,Washington,Pacific,West
0.0,25100.0,,5978.3,DebtCon,Other,,0.0,0.0,307.74973593,0.0,19.0,39.277021984,2021-08-25,bridgeton,Missouri,West North Central,Midwest
0.0,25100.0,6563.3,10077.6,DebtCon,Other,15.0,0.0,1.0,141.93813032,0.0,29.0,40.62020969,2018-09-17,waynesboro,Virginia,South Atlantic,South
0.0,25100.0,4131.4,7135.7,DebtCon,Office,19.0,0.0,0.0,183.6314283,1.0,22.0,33.665534117,2020-02-07,hawaiian gardens,California,Pacific,West
0.0,25100.0,5804.2,9896.4,DebtCon,Other,16.0,0.0,1.0,125.79586391,0.0,29.0,38.372223501,2020-04-18,little falls,New Jersey,Middle Atlantic,Northeast
0.0,25100.0,2688.9,4706.1,DebtCon,Other,28.0,0.0,0.0,318.90133251,,13.0,31.32456596,2021-12-02,whitethorn,California,Pacific,West
0.0,25100.0,11855.9,15017.2,DebtCon,Office,4.0,,,279.19802143,1.0,37.0,42.987979461,2019-08-17,cochran,Georgia,South Atlantic,South
0.0,25100.0,2621.1,4251.7,DebtCon,Other,28.0,0.0,0.0,313.33622787,,12.0,31.295069566,2018-01-18,wilmington,California,Pacific,West
0.0,25100.0,9662.7,12802.2,DebtCon,ProfExe,1.0,0.0,0.0,197.63347142,3.0,37.0,35.980542351,2018-12-29,yerington,Nevada,Mountain,West
0.0,25100.0,6693.8,9254.4,DebtCon,ProfExe,8.0,1.0,1.0,135.66507023,4.0,26.0,34.565876305,2019-11-22,louisville,Mississippi,East South Central,South
0.0,25100.0,2326.9,7566.8,DebtCon,Other,,2.0,1.0,73.317884984,2.0,25.0,28.165930143,2017-03-06,olivehurst,California,Pacific,West
0.0,25100.0,14388.1,24380.9,CarImp,ProfExe,27.0,0.0,0.0,353.99083647,1.0,18.0,39.87670703,2018-08-04,olympia,Washington,Pacific,West
0.0,25100.0,7339.8,11506.5,DebtCon,Other,5.0,0.0,0.0,88.606337474,2.0,31.0,42.050244454,2021-07-25,champlin,Minnesota,West North Central,Midwest
0.0,25100.0,4463.9,7541.2,DebtCon,Other,22.0,,1.0,284.91367043,0.0,29.0,39.518017085,2020-10-28,monroe,Georgia,South Atlantic,South
0.0,25100.0,2420.5,5446.4,DebtCon,Other,25.0,0.0,0.0,116.44076966,0.0,11.0,22.459369364,2017-03-22,elbert,Colorado,Mountain,West
0.0,25100.0,13748.9,16821.6,DebtCon,Other,7.0,1.0,0.0,211.20898093,1.0,20.0,34.767948845,2017-09-29,north bend,Washington,Pacific,West
0.0,25100.0,10823.5,20191.8,DebtCon,Other,24.0,0.0,0.0,199.48646366,0.0,19.0,23.652339813,2017-10-13,bristol,Rhode Island,New England,Northeast
0.0,25200.0,9471.2,12724.7,DebtCon,Office,8.0,0.0,0.0,166.82201,0.0,30.0,39.025926424,2019-12-28,oklahoma city,Oklahoma,West South Central,South
0.0,25200.0,5528.3,10332.4,DebtCon,ProfExe,0.0,0.0,0.0,181.45136816,0.0,26.0,32.923860468,2017-03-04,coventry,Rhode Island,New England,Northeast
0.0,25200.0,6325.8,10039.2,DebtCon,ProfExe,0.0,0.0,0.0,194.70131583,0.0,25.0,35.274460982,2018-08-10,watson,Illinois,East North Central,Midwest
0.0,25200.0,2277.3,7254.1,DebtCon,Other,,1.0,2.0,92.583557,1.0,26.0,30.420914823,2017-04-13,harbor city,California,Pacific,West
0.0,25200.0,5178.9,7556.9,DebtCon,Other,25.0,,1.0,281.9286846,1.0,30.0,40.874619093,2018-02-23,hamlin,Texas,West South Central,South
0.0,25200.0,2625.5,5096.3,DebtCon,Other,24.0,0.0,0.0,302.43122405,,12.0,31.258328648,2017-08-11,north liberty,Indiana,East North Central,Midwest
0.0,25200.0,13705.4,20751.1,CarImp,ProfExe,4.0,0.0,0.0,188.57465948,0.0,27.0,39.963887657,2021-02-01,moses lake,Washington,Pacific,West
0.0,25200.0,,6808.3,DebtCon,Other,26.0,0.0,0.0,128.42308654,0.0,8.0,21.05500114,2020-06-25,metairie,Louisiana,West South Central,South
0.0,25200.0,7503.7,10222.7,DebtCon,Office,9.0,0.0,0.0,148.72977821,0.0,21.0,37.239696741,2018-07-09,lindale,Texas,West South Central,South
0.0,25200.0,7316.8,9360.8,DebtCon,Office,9.0,0.0,0.0,151.12147952,0.0,21.0,35.590326769,2019-02-17,north bend,Washington,Pacific,West
0.0,25200.0,5582.3,9065.8,DebtCon,Office,0.0,0.0,0.0,85.314143075,0.0,22.0,35.571294933,2017-05-26,los alamitos,California,Pacific,West
0.0,25200.0,6951.0,9078.1,DebtCon,ProfExe,6.0,0.0,1.0,143.83135388,4.0,25.0,35.326912601,2020-12-19,mayer,Arizona,Mountain,West
0.0,25200.0,7403.8,11472.2,DebtCon,Mgr,9.0,0.0,1.0,304.00415592,1.0,28.0,31.360727251,2018-03-02,dayton,Ohio,East North Central,Midwest
0.0,25300.0,6008.4,8889.8,DebtCon,Other,7.0,0.0,0.0,227.08692441,0.0,19.0,36.444430994,2018-08-05,westlake village,California,Pacific,West
0.0,25300.0,13781.3,21401.4,CarImp,ProfExe,5.0,0.0,0.0,187.19250991,0.0,27.0,38.656846663,2017-05-29,wilmington,California,Pacific,West
0.0,25300.0,13942.7,24598.8,CarImp,ProfExe,28.0,0.0,0.0,366.11015141,1.0,18.0,36.27844415,2021-03-03,wildomar,California,Pacific,West
0.0,25300.0,11522.6,15390.0,DebtCon,Office,6.0,,,303.01408346,2.0,36.0,41.715110686,2021-02-11,woodbourne,New York,Middle Atlantic,Northeast
0.0,25300.0,11874.4,15355.2,DebtCon,Office,5.0,,,307.87619897,1.0,35.0,43.469263374,2017-12-26,winter garden,Florida,South Atlantic,South
0.0,25300.0,,3397.5,CarImp,Other,23.0,0.0,0.0,79.163259538,2.0,14.0,27.179225539,2021-09-14,wayne,Michigan,East North Central,Midwest
0.0,25300.0,2236.1,5068.8,DebtCon,Other,24.0,0.0,0.0,125.40746401,0.0,11.0,25.181498839,2017-04-30,mcpherson,Kansas,West North Central,Midwest
0.0,25300.0,12293.3,15700.9,DebtCon,Mgr,3.0,0.0,0.0,280.57384454,0.0,24.0,38.740801417,2021-04-04,woodbourne,New York,Middle Atlantic,Northeast
0.0,25300.0,5126.1,8702.5,DebtCon,Mgr,4.0,0.0,0.0,249.83618476,2.0,25.0,31.658786411,2020-07-19,omaha,Texas,West South Central,South
0.0,25300.0,5639.3,8661.2,DebtCon,Mgr,6.0,0.0,0.0,258.14736866,1.0,25.0,33.193875534,2018-06-05,cicero,Illinois,East North Central,Midwest
0.0,25300.0,4678.0,6253.6,DebtCon,Office,18.0,0.0,0.0,189.13668831,0.0,22.0,30.746724366,2017-07-13,wilmington,Delaware,South Atlantic,South
0.0,25300.0,6254.0,10116.5,DebtCon,ProfExe,0.0,0.0,0.0,195.45133124,0.0,25.0,35.200864505,2018-04-01,wichita falls,Texas,West South Central,South
1.0,25400.0,13632.2,,DebtCon,ProfExe,2.0,0.0,5.0,303.73793473,1.0,27.0,16.644674498,2017-05-17,winter haven,Florida,South Atlantic,South
0.0,25400.0,7619.4,9818.8,DebtCon,Mgr,0.0,,,245.26785331,5.0,23.0,42.138106434,2020-04-29,cottonwood,Arizona,Mountain,West
1.0,25400.0,10734.3,19264.2,DebtCon,Other,1.0,0.0,10.0,192.6716931,1.0,14.0,35.759760239,2021-09-03,whitman,Massachusetts,New England,Northeast
0.0,25400.0,6190.7,8713.3,DebtCon,Office,0.0,0.0,1.0,81.49211941,0.0,22.0,34.36469831,2017-10-05,himrod,New York,Middle Atlantic,Northeast
0.0,25400.0,14936.4,21072.4,CarImp,Other,10.0,0.0,0.0,266.50672409,1.0,34.0,41.617983034,2021-10-31,chandler,Indiana,East North Central,Midwest
0.0,25400.0,8255.3,10742.2,DebtCon,Mgr,9.0,1.0,0.0,305.75970536,2.0,29.0,32.72167844,2018-10-19,mount prospect,Illinois,East North Central,Midwest
0.0,25400.0,4480.0,7800.0,DebtCon,Other,21.0,0.0,0.0,211.03333333,1.0,27.0,,2019-04-13,nazareth,Pennsylvania,Middle Atlantic,Northeast
0.0,25400.0,15811.1,20964.9,CarImp,Other,10.0,0.0,0.0,254.33618951,1.0,34.0,43.136770157,2017-12-15,toksook bay,Alaska,Pacific,West
1.0,25400.0,8394.3,12918.9,DebtCon,Mgr,,1.0,1.0,5.2433410438,,41.0,42.93355731,2017-01-22,wichita falls,Texas,West South Central,South
0.0,25400.0,6290.6,9632.7,DebtCon,Other,17.0,0.0,0.0,110.62012706,1.0,16.0,33.760748359,2019-11-14,wilmington,Delaware,South Atlantic,South
0.0,25400.0,13813.2,24332.7,CarImp,ProfExe,27.0,0.0,0.0,349.94092953,0.0,19.0,37.820054519,2020-03-17,west harrison,New York,Middle Atlantic,Northeast
0.0,25400.0,6903.5,10836.5,DebtCon,ProfExe,13.0,0.0,0.0,281.22191088,1.0,33.0,39.543341495,2017-07-22,nyssa,Oregon,Pacific,West
0.0,25400.0,6177.1,10588.0,DebtCon,Other,17.0,0.0,1.0,130.15042286,0.0,29.0,37.195249012,2017-06-18,hazleton,Pennsylvania,Middle Atlantic,Northeast
0.0,25400.0,,4536.9,DebtCon,Other,,,,87.26384702,,12.0,27.529497704,2019-07-18,oldsmar,Florida,South Atlantic,South
0.0,25500.0,13572.8,17894.2,DebtCon,Mgr,0.0,,,133.9564941,,38.0,32.425629947,2018-02-17,hot springs village,Arkansas,West South Central,South
0.0,25500.0,,3177.7,CarImp,Other,23.0,0.0,0.0,82.293507238,3.0,15.0,28.078994114,2019-03-23,hillsboro,Texas,West South Central,South
0.0,25500.0,14388.1,17891.4,DebtCon,ProfExe,7.0,0.0,0.0,323.0225718,0.0,35.0,37.575821975,2020-11-05,miami,Florida,South Atlantic,South
1.0,25500.0,6396.7,8723.9,DebtCon,Other,6.0,0.0,0.0,,0.0,0.0,33.051073753,2019-10-12,himrod,New York,Middle Atlantic,Northeast
0.0,25500.0,7968.9,11757.7,DebtCon,ProfExe,9.0,0.0,0.0,114.96849873,0.0,19.0,26.484886371,2020-01-31,wildomar,California,Pacific,West
0.0,25500.0,4456.2,7948.1,DebtCon,Other,10.0,0.0,0.0,126.27780817,1.0,19.0,40.250738027,2020-10-24,williston,Florida,South Atlantic,South
1.0,25500.0,2582.8,4416.6,DebtCon,Other,,0.0,1.0,187.86251838,,17.0,39.427890157,2017-07-05,oswego,New York,Middle Atlantic,Northeast
0.0,25500.0,5084.7,7973.8,DebtCon,Other,20.0,0.0,0.0,204.67790067,0.0,26.0,35.860087635,2020-01-07,wichita falls,Texas,West South Central,South
0.0,25500.0,7959.3,11306.3,DebtCon,ProfExe,9.0,0.0,0.0,135.74061354,0.0,19.0,28.040793179,2018-12-22,winston-salem,North Carolina,South Atlantic,South
0.0,25500.0,11320.4,18456.1,DebtCon,Sales,17.0,1.0,0.0,308.95819842,1.0,31.0,34.357866,2020-03-16,north liberty,Indiana,East North Central,Midwest
0.0,25500.0,2660.3,6434.7,,Office,1.0,0.0,0.0,117.43236504,1.0,6.0,39.257912029,2020-06-23,chandler,Arizona,Mountain,West
0.0,25500.0,8426.7,11783.3,DebtCon,ProfExe,12.0,0.0,1.0,123.75685647,0.0,18.0,27.47115778,2018-09-29,hopatcong,New Jersey,Middle Atlantic,Northeast
0.0,25500.0,23583.9,26750.6,CarImp,Self,5.0,0.0,0.0,240.21701392,3.0,51.0,39.048427763,2018-10-04,cashton,Wisconsin,East North Central,Midwest
0.0,25500.0,,12170.8,DebtCon,Mgr,8.0,1.0,0.0,151.96934115,0.0,27.0,33.159940628,2019-09-06,huffman,Texas,West South Central,South
0.0,25500.0,,4470.7,DebtCon,Other,,,,95.595496082,,12.0,27.503570973,2021-02-18,elizabeth,New Jersey,Middle Atlantic,Northeast
0.0,25500.0,3245.8,5232.9,DebtCon,Other,15.0,0.0,0.0,105.7836806,2.0,24.0,29.866278228,2018-02-01,west lafayette,Indiana,East North Central,Midwest
0.0,25500.0,,4303.1,DebtCon,Other,,,,89.169267306,,13.0,28.865282118,2017-06-03,cleveland,Texas,West South Central,South
0.0,25500.0,7308.3,12699.5,DebtCon,Office,1.0,0.0,0.0,289.20089863,1.0,24.0,37.316207652,2018-02-01,lincoln,Texas,West South Central,South
0.0,25600.0,,5197.4,DebtCon,Other,,,,100.67686562,,13.0,28.116067418,2017-05-02,winnetka,California,Pacific,West
0.0,25600.0,4793.6,8060.0,DebtCon,Other,23.0,,1.0,290.47827682,0.0,30.0,37.734940524,2018-04-02,hayward,California,Pacific,West
0.0,25600.0,24157.0,26477.2,CarImp,Self,4.0,1.0,0.0,260.74198887,2.0,50.0,37.379974648,2019-03-16,dewitt,Michigan,East North Central,Midwest
0.0,25600.0,19668.9,24702.5,DebtCon,Other,8.0,0.0,0.0,105.42535396,1.0,25.0,42.670275302,2018-05-23,westbury,New York,Middle Atlantic,Northeast
0.0,25600.0,5860.6,8950.8,DebtCon,Other,8.0,1.0,0.0,140.71275774,2.0,30.0,41.669963714,2019-09-11,west point,New York,Middle Atlantic,Northeast
0.0,25600.0,7844.1,12881.4,DebtCon,Office,2.0,0.0,0.0,310.50009981,1.0,24.0,38.738649619,2017-07-15,hawthorne,California,Pacific,West
0.0,25600.0,24009.2,26395.8,CarImp,Self,5.0,1.0,0.0,245.67947059,2.0,51.0,38.973539329,2020-08-20,waycross,Georgia,South Atlantic,South
0.0,25600.0,11100.0,15300.0,DebtCon,ProfExe,7.0,0.0,0.0,112.63333333,3.0,27.0,,2017-03-15,west covina,California,Pacific,West
1.0,25600.0,4600.0,8000.0,DebtCon,Other,,0.0,0.0,135.9,2.0,19.0,,2021-02-14,brunswick,Maine,New England,Northeast
0.0,25600.0,7638.3,10354.4,DebtCon,Mgr,0.0,,,222.24219828,5.0,24.0,42.93996933,2019-04-03,mayer,Arizona,Mountain,West
1.0,25600.0,10548.0,12638.9,DebtCon,Mgr,25.0,0.0,2.0,307.40290366,2.0,35.0,36.763824165,2018-06-08,wheeling,Illinois,East North Central,Midwest
0.0,25600.0,,14759.8,,,,,,,,,14.461987334,2021-12-17,canton,Missouri,West North Central,Midwest
1.0,25600.0,5091.0,8735.8,DebtCon,Other,19.0,2.0,0.0,104.40647219,0.0,27.0,42.677450653,2019-11-20,ossining,New York,Middle Atlantic,Northeast
0.0,25600.0,14461.6,21123.0,CarImp,ProfExe,7.0,0.0,0.0,199.09130807,0.0,27.0,39.002928326,2019-10-24,belmont,New Hampshire,New England,Northeast
1.0,25600.0,6503.0,9245.3,DebtCon,Other,5.0,0.0,0.0,,0.0,0.0,35.028856424,2017-06-25,hancock,Michigan,East North Central,Midwest
0.0,25600.0,7712.3,10301.4,DebtCon,Mgr,1.0,,,231.79420106,3.0,24.0,43.671281432,2019-09-28,cottonwood,Arizona,Mountain,West
0.0,25600.0,14064.9,21208.9,CarImp,ProfExe,4.0,0.0,0.0,187.87142092,0.0,29.0,40.033218625,2018-12-21,westminster,Maryland,South Atlantic,South
0.0,25600.0,7610.2,11939.1,DebtCon,Other,5.0,0.0,0.0,87.625382168,1.0,32.0,40.929954323,2019-01-18,whitefish,Montana,Mountain,West
0.0,25600.0,13974.6,21029.8,CarImp,ProfExe,6.0,0.0,0.0,185.11257638,1.0,28.0,38.368890383,2019-04-21,madison,Tennessee,East South Central,South
0.0,25700.0,9429.5,14378.8,DebtCon,Mgr,23.0,0.0,0.0,220.72951888,0.0,13.0,42.358128042,2021-10-23,west covina,California,Pacific,West
0.0,25700.0,3133.3,5673.3,DebtCon,Other,13.0,0.0,0.0,97.086150555,2.0,25.0,30.619786755,2020-06-24,little hocking,Ohio,East North Central,Midwest
0.0,25700.0,3203.9,5449.9,DebtCon,Other,15.0,0.0,0.0,114.8074121,2.0,24.0,31.142957048,2019-01-20,horseheads,New York,Middle Atlantic,Northeast
0.0,25700.0,18999.5,25081.4,DebtCon,Other,9.0,0.0,0.0,100.80094267,1.0,25.0,41.00583277,2017-11-29,de witt,Nebraska,West North Central,Midwest
0.0,25700.0,2605.9,5180.0,DebtCon,Other,24.0,0.0,0.0,118.03113124,0.0,10.0,23.085478541,2019-12-20,osborn,Missouri,West North Central,Midwest
0.0,25700.0,5080.0,8500.0,DebtCon,Other,23.0,1.0,2.0,184.26666667,1.0,20.0,,2020-09-23,honey creek,Iowa,West North Central,Midwest
0.0,25700.0,19742.5,24260.2,DebtCon,Other,8.0,0.0,0.0,102.96034553,2.0,26.0,41.277127172,2017-12-01,orange,New Jersey,Middle Atlantic,Northeast
0.0,25700.0,4388.1,6995.4,DebtCon,Other,10.0,0.0,0.0,126.47306563,0.0,20.0,40.769061823,2021-08-27,whitethorn,California,Pacific,West
0.0,25700.0,8373.3,11638.6,DebtCon,Office,8.0,0.0,1.0,397.87068918,0.0,44.0,41.869893336,2020-06-27,lodi,California,Pacific,West
1.0,25700.0,3261.3,6306.5,DebtCon,Other,0.0,0.0,0.0,218.48527507,0.0,22.0,41.210107042,2020-12-06,hesperia,California,Pacific,West
0.0,25700.0,2304.7,7657.5,DebtCon,Other,,2.0,1.0,104.5662029,2.0,26.0,29.296633491,2019-06-14,cumberland city,Tennessee,East South Central,South
0.0,25700.0,8541.7,9817.9,CarImp,,7.0,,,,,,30.829477167,2017-05-31,williamsport,Pennsylvania,Middle Atlantic,Northeast
0.0,25700.0,10359.8,14459.4,DebtCon,Mgr,19.0,0.0,0.0,217.94482804,0.0,13.0,41.135649383,2018-06-07,buckhannon,West Virginia,South Atlantic,South
0.0,25700.0,6305.4,10462.4,DebtCon,Other,15.0,0.0,1.0,132.10711721,0.0,29.0,40.205292882,2017-04-24,pacifica,California,Pacific,West
0.0,25800.0,14078.5,20842.1,CarImp,ProfExe,3.0,0.0,0.0,176.27148929,0.0,28.0,39.745002842,2020-01-18,danville,Alabama,East South Central,South
0.0,25800.0,,6345.6,DebtCon,Other,25.0,0.0,0.0,148.81628466,0.0,8.0,22.06576364,2019-06-29,hesperia,California,Pacific,West
0.0,25800.0,,6891.3,DebtCon,Other,26.0,0.0,0.0,123.64448805,0.0,9.0,22.925136063,2019-09-07,haverhill,Massachusetts,New England,Northeast
0.0,25800.0,7080.4,10689.2,DebtCon,ProfExe,12.0,0.0,0.0,291.07202753,1.0,33.0,40.772283258,2018-02-06,danielson,Connecticut,New England,Northeast
0.0,25800.0,8205.8,11633.0,DebtCon,ProfExe,11.0,0.0,1.0,128.44716991,0.0,18.0,27.98945739,2017-09-25,hope mills,North Carolina,South Atlantic,South
0.0,25800.0,11238.8,18031.3,DebtCon,Sales,16.0,0.0,0.0,295.54600578,0.0,31.0,33.241096011,2020-02-10,hingham,Massachusetts,New England,Northeast
0.0,25800.0,13714.0,16709.6,DebtCon,Other,7.0,0.0,1.0,209.08528296,1.0,19.0,36.18947433,2017-01-25,mount pleasant,Iowa,West North Central,Midwest
0.0,25800.0,,5182.4,DebtCon,Other,,,,89.599815077,,12.0,28.546478459,2019-12-18,winston-salem,North Carolina,South Atlantic,South
0.0,25900.0,20187.7,23954.6,CarImp,Other,6.0,0.0,0.0,134.85324273,0.0,42.0,40.398114335,2020-06-08,whitethorn,California,Pacific,West
1.0,25900.0,4210.5,7324.9,DebtCon,Other,2.0,0.0,0.0,109.21115611,3.0,22.0,31.809085921,2018-03-24,west new york,New Jersey,Middle Atlantic,Northeast
0.0,25900.0,11896.5,15472.8,DebtCon,ProfExe,8.0,0.0,0.0,101.19760679,3.0,26.0,32.598401872,2019-11-08,homestead,Florida,South Atlantic,South
0.0,25900.0,,3388.8,CarImp,Other,24.0,0.0,0.0,73.858496717,2.0,14.0,28.243062567,2017-05-09,homestead,Florida,South Atlantic,South
1.0,25900.0,,,DebtCon,Other,20.0,0.0,2.0,190.99656481,0.0,22.0,31.16238948,2017-12-24,north bend,Ohio,East North Central,Midwest
0.0,25900.0,10831.9,13588.4,DebtCon,Mgr,8.0,1.0,0.0,188.37580185,5.0,18.0,40.504855047,2019-03-29,memphis,Tennessee,East South Central,South
1.0,25900.0,5800.0,9500.0,,Self,3.0,0.0,1.0,34.666666667,6.0,28.0,,2020-01-17,dixon,New Mexico,Mountain,West
0.0,25900.0,14570.0,21115.1,CarImp,ProfExe,6.0,0.0,0.0,182.17137213,1.0,27.0,38.48048457,2021-01-30,los lunas,New Mexico,Mountain,West
0.0,25900.0,8066.3,12237.2,DebtCon,ProfExe,10.0,0.0,1.0,133.66949395,0.0,18.0,26.573930791,2021-06-28,montclair,New Jersey,Middle Atlantic,Northeast
0.0,25900.0,15207.1,18589.3,CarImp,Self,0.0,0.0,0.0,185.54351198,0.0,16.0,40.642278896,2020-01-28,hamlin,Texas,West South Central,South
0.0,25900.0,5957.5,8583.7,DebtCon,Other,22.0,0.0,1.0,189.75535052,0.0,19.0,24.874615108,2018-01-03,winston salem,North Carolina,South Atlantic,South
0.0,25900.0,5678.4,9140.1,DebtCon,Office,2.0,0.0,1.0,90.16369704,0.0,23.0,34.098931734,2021-09-15,oakland,Maine,New England,Northeast
0.0,25900.0,5869.3,8646.9,DebtCon,Office,1.0,0.0,1.0,94.12956341,0.0,23.0,32.127562739,2018-04-22,helper,Utah,Mountain,West
1.0,25900.0,2185.2,5751.8,CarImp,Other,2.0,0.0,0.0,80.168479422,2.0,11.0,31.983686037,2020-04-14,waynesboro,Tennessee,East South Central,South
0.0,25900.0,6106.4,9471.4,DebtCon,Office,2.0,0.0,0.0,98.809374842,0.0,23.0,34.565944252,2020-09-20,morganton,Georgia,South Atlantic,South
1.0,26000.0,4331.4,7130.3,DebtCon,Other,8.0,0.0,7.0,246.31867494,3.0,23.0,43.215233511,2018-05-28,whitefish,Montana,Mountain,West
0.0,26000.0,15077.3,17907.7,DebtCon,Other,1.0,0.0,0.0,186.91446699,0.0,35.0,38.707779709,2020-04-19,middletown,New Jersey,Middle Atlantic,Northeast
0.0,26000.0,23800.5,26047.9,CarImp,Self,5.0,1.0,0.0,242.29015949,2.0,51.0,35.457658789,2018-06-26,northville,Michigan,East North Central,Midwest
0.0,26000.0,10054.8,20764.7,DebtCon,Other,22.0,0.0,0.0,218.59599134,0.0,18.0,26.55949496,2021-02-25,concordia,Kansas,West North Central,Midwest
0.0,26000.0,10729.1,13742.6,DebtCon,Mgr,9.0,2.0,0.0,191.57344003,4.0,18.0,40.767401412,2018-02-06,carrollton,Kentucky,East South Central,South
0.0,26000.0,4596.3,7427.9,DebtCon,Other,20.0,,0.0,295.6669448,1.0,29.0,37.917272876,2017-06-08,ocala,Florida,South Atlantic,South
0.0,26000.0,22268.1,28628.3,CarImp,ProfExe,6.0,,4.0,485.94535834,,55.0,33.239355484,2019-05-03,westerville,Ohio,East North Central,Midwest
0.0,26000.0,13990.4,17231.0,DebtCon,Other,6.0,1.0,0.0,204.11441471,0.0,19.0,34.83482969,2017-12-06,hennessey,Oklahoma,West South Central,South
0.0,26000.0,7503.4,10085.2,DebtCon,Office,10.0,0.0,0.0,152.3539807,0.0,20.0,36.356309397,2020-10-14,north las vegas,Nevada,Mountain,West
1.0,26000.0,7971.4,,DebtCon,ProfExe,1.0,0.0,4.0,125.76666667,0.0,23.0,,2018-03-01,littleton,Colorado,Mountain,West
1.0,26000.0,15400.0,19000.0,,Other,0.0,0.0,4.0,171.43333333,3.0,58.0,,2020-12-14,hanson,Kentucky,East South Central,South
0.0,26000.0,5879.4,9141.3,DebtCon,Other,5.0,0.0,0.0,230.68023074,0.0,19.0,37.996923331,2017-03-15,hanford,California,Pacific,West
0.0,26000.0,11955.3,15868.7,DebtCon,Mgr,5.0,0.0,0.0,290.75850449,0.0,24.0,36.977518905,2018-12-10,ocilla,Georgia,South Atlantic,South
0.0,26000.0,8176.4,11838.8,DebtCon,ProfExe,9.0,0.0,0.0,130.19241813,0.0,18.0,28.154134662,2021-02-23,columbus,Ohio,East North Central,Midwest
0.0,26000.0,2011.9,5456.3,DebtCon,Other,24.0,0.0,0.0,126.98795944,0.0,11.0,25.623638507,2021-09-16,hamlin,Texas,West South Central,South
0.0,26000.0,4706.7,6329.2,DebtCon,Office,17.0,0.0,0.0,174.62101544,2.0,21.0,33.673146444,2021-01-14,cedar city,Utah,Mountain,West
0.0,26100.0,,3627.7,DebtCon,Other,9.0,0.0,,79.331459835,,13.0,20.517146277,2020-02-08,vermillion,South Dakota,West North Central,Midwest
0.0,26100.0,7516.4,10848.3,DebtCon,Mgr,7.0,0.0,0.0,300.83595806,2.0,28.0,30.071402046,2018-06-13,dexter,Missouri,West North Central,Midwest
0.0,26100.0,11326.6,18208.2,DebtCon,Sales,18.0,0.0,0.0,304.85246909,1.0,31.0,33.193949357,2019-09-06,lynchburg,Virginia,South Atlantic,South
0.0,26100.0,15046.4,20320.2,CarImp,Other,10.0,0.0,0.0,248.48194525,1.0,33.0,43.112190673,2018-05-22,west point,New York,Middle Atlantic,Northeast
0.0,26100.0,,3527.1,DebtCon,Other,9.0,0.0,,96.528316157,,14.0,23.318650008,2018-01-03,wildomar,California,Pacific,West
0.0,26100.0,8017.6,11324.7,DebtCon,Mgr,9.0,0.0,1.0,294.75203341,1.0,29.0,33.19212531,2018-09-10,west harrison,New York,Middle Atlantic,Northeast
0.0,26100.0,,15142.9,,,,,,,,,15.567001073,2017-06-18,osborn,Missouri,West North Central,Midwest
0.0,26100.0,,12047.0,DebtCon,Mgr,7.0,0.0,0.0,161.2876716,0.0,27.0,34.130003661,2017-09-26,minot,North Dakota,West North Central,Midwest
0.0,26100.0,10394.9,20843.2,DebtCon,Other,23.0,0.0,0.0,202.59264703,0.0,18.0,23.290234477,2021-04-30,herndon,Virginia,South Atlantic,South
0.0,26100.0,5060.5,7784.1,DebtCon,Other,21.0,,0.0,286.44820425,1.0,31.0,41.173805047,2018-11-25,camden,Tennessee,East South Central,South
1.0,26100.0,7352.5,,DebtCon,Office,3.0,1.0,,106.65229841,0.0,6.0,22.508172514,2017-07-10,north richland hill,Texas,West South Central,South
0.0,26100.0,2056.6,5053.4,DebtCon,Other,24.0,0.0,0.0,140.5532102,1.0,10.0,24.098266761,2017-06-19,wilmington,California,Pacific,West
0.0,26200.0,10509.6,13658.0,DebtCon,Mgr,9.0,2.0,0.0,181.35859173,4.0,17.0,39.187361612,2021-09-27,mount vernon,Illinois,East North Central,Midwest
0.0,26200.0,7509.6,12085.9,DebtCon,Other,4.0,0.0,0.0,107.17711768,2.0,31.0,38.552978748,2021-06-27,havana,Illinois,East North Central,Midwest
0.0,26200.0,7795.2,11328.5,DebtCon,Other,5.0,0.0,0.0,90.016091544,1.0,31.0,39.39066028,2018-08-12,harwood heights,Illinois,East North Central,Midwest
0.0,26200.0,14110.9,24542.2,CarImp,ProfExe,28.0,0.0,0.0,343.78712232,1.0,18.0,38.113555937,2019-12-06,new london,Connecticut,New England,Northeast
0.0,26200.0,7264.8,12358.2,DebtCon,Office,0.0,1.0,0.0,331.35288565,0.0,23.0,37.545837379,2017-10-14,willis,Texas,West South Central,South
